,sancion,causa,dependencia,genero,ingreso,puesto,c,value
954,Susupención,PECULADO,Arte y Cultura,Mujer,1042476.0,Director,2,1
955,Susupención,PECULADO,Arte y Cultura,Mujer,1119060.0,Director,2,1
956,Susupención,PECULADO,Arte y Cultura,Mujer,1008012.0,Director,2,1
957,Susupención,PECULADO,Arte y Cultura,Mujer,1041600.0,Director,2,1
958,Susupención,PECULADO,Arte y Cultura,Mujer,1064304.0,Director,2,1
959,Susupención,PECULADO,Arte y Cultura,Mujer,1064304.0,Director,2,1
960,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,1064304.0,Administrador,2,1
961,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,315340.0,Administrador,2,1
962,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,1540848.0,Administrador,2,1
963,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,1563588.0,Administrador,2,1
964,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,1521180.0,Administrador,2,1
965,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,1629552.0,Administrador,2,1
966,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,1489008.0,Administrador,2,1
967,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,1489008.0,Administrador,2,1
968,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,1489008.0,Administrador,2,1
969,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,360470.0,Administrador,2,1
970,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,1533336.0,Administrador,2,1
971,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,1484124.0,Administrador,2,1
972,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,1528932.0,Administrador,2,1
973,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,1464720.0,Administrador,2,1
974,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,1464720.0,Administrador,2,1
975,Sanción Económica,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,1512756.0,Administrador,2,1
976,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,1512756.0,Gobernador,2,1
977,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,1076335.0,Gobernador,2,1
978,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,4402896.0,Gobernador,1,1
979,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,4181952.0,Gobernador,1,1
980,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,4153584.0,Gobernador,1,1
981,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,4377804.0,Gobernador,1,1
982,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,4449828.0,Gobernador,1,1
983,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,4449828.0,Gobernador,1,1
984,Susupención,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,1556725.0,Director,0,1
985,Susupención,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,1556725.0,Director,0,1
986,Susupención,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4437852.0,Director,0,1
987,Susupención,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4081788.0,Director,0,1
988,Susupención,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4916496.0,Director,1,1
989,Susupención,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4607568.0,Director,1,1
990,Susupención,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4042752.0,Director,0,1
991,Susupención,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4042752.0,Director,0,1
992,Multa,DESVÍO DE RECURSOS,Salud,Hombre,126855.0,Director,3,1
993,Multa,DESVÍO DE RECURSOS,Salud,Hombre,126855.0,Director,3,1
994,Multa,DESVÍO DE RECURSOS,Salud,Hombre,608904.0,Director,3,1
995,Multa,DESVÍO DE RECURSOS,Salud,Hombre,608904.0,Director,3,1
996,Multa,DESVÍO DE RECURSOS,Salud,Hombre,608904.0,Director,3,1
997,Multa,DESVÍO DE RECURSOS,Salud,Hombre,608904.0,Director,3,1
998,Multa,DESVÍO DE RECURSOS,Salud,Hombre,608904.0,Director,3,1
999,Multa,DESVÍO DE RECURSOS,Salud,Hombre,608904.0,Director,3,1
1000,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,608904.0,Titular,0,1
1001,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,3708504.0,Titular,1,1
1002,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,4892580.0,Titular,1,1
1003,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,1299460.0,Titular,0,1
1004,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,4752120.0,Titular,1,1
1005,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,4819128.0,Titular,1,1
1006,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,4606188.0,Titular,1,1
1007,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,4606188.0,Titular,1,1
1008,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,4606188.0,Jefe Departamento,1,1
1009,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,126855.0,Jefe Departamento,2,1
1010,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
1011,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
1012,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
1013,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
1014,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
1015,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
1016,Indemnización Resarcitoria,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,608904.0,Administrador,3,1
1017,Indemnización Resarcitoria,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,325380.0,Administrador,3,1
1018,Indemnización Resarcitoria,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,1587504.0,Administrador,3,1
1019,Indemnización Resarcitoria,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,1464300.0,Administrador,3,1
1020,Indemnización Resarcitoria,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,1615668.0,Administrador,3,1
1021,Indemnización Resarcitoria,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,1497876.0,Administrador,3,1
1022,Indemnización Resarcitoria,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,1539888.0,Administrador,3,1
1023,Indemnización Resarcitoria,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,1539888.0,Administrador,3,1
1024,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,1539888.0,Director,0,1
1025,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,1536680.0,Director,0,1
1026,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4987092.0,Director,1,1
1027,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4925280.0,Director,1,1
1028,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4859892.0,Director,1,1
1029,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4984284.0,Director,1,1
1030,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4417656.0,Director,0,1
1031,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,4417656.0,Director,0,1
1032,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,160000.0,Jefe Departamento,2,1
1033,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,160000.0,Jefe Departamento,2,1
1034,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,768000.0,Jefe Departamento,2,1
1035,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,768000.0,Jefe Departamento,2,1
1036,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,768000.0,Jefe Departamento,2,1
1037,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,768000.0,Jefe Departamento,2,1
1038,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,768000.0,Jefe Departamento,2,1
1039,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,768000.0,Jefe Departamento,2,1
1040,Susupención,CONTRATACIÓN INDEBIDA,Salud,Hombre,768000.0,Gobernador,0,1
1041,Susupención,CONTRATACIÓN INDEBIDA,Salud,Hombre,1327635.0,Gobernador,0,1
1042,Susupención,CONTRATACIÓN INDEBIDA,Salud,Hombre,4608120.0,Gobernador,1,1
1043,Susupención,CONTRATACIÓN INDEBIDA,Salud,Hombre,4400796.0,Gobernador,1,1
1044,Susupención,CONTRATACIÓN INDEBIDA,Salud,Hombre,4582728.0,Gobernador,1,1
1045,Susupención,CONTRATACIÓN INDEBIDA,Salud,Hombre,4461360.0,Gobernador,1,1
1046,Susupención,CONTRATACIÓN INDEBIDA,Salud,Hombre,4892016.0,Gobernador,1,1
1047,Susupención,CONTRATACIÓN INDEBIDA,Salud,Hombre,4892016.0,Gobernador,1,1
1048,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,4892016.0,Jefe Departamento,1,1
1049,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,125000.0,Jefe Departamento,2,1
1050,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,600000.0,Jefe Departamento,2,1
1051,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,600000.0,Jefe Departamento,2,1
1052,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,600000.0,Jefe Departamento,2,1
1053,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,600000.0,Jefe Departamento,2,1
1054,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,600000.0,Jefe Departamento,2,1
1055,Acta Administrativa,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,600000.0,Jefe Departamento,2,1
1056,Destitución,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,600000.0,Director,0,1
1057,Destitución,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,768000.0,Director,0,1
1058,Destitución,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,160000.0,Director,0,1
1059,Destitución,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,768000.0,Director,0,1
1060,Destitución,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,768000.0,Director,0,1
1061,Destitución,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,768000.0,Director,0,1
1062,Destitución,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,768000.0,Director,0,1
1063,Destitución,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,768000.0,Director,0,1
1064,Multa,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,768000.0,Director,2,1
1065,Multa,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,1792585.0,Director,2,1
1066,Multa,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,5969712.0,Director,1,1
1067,Multa,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,5287584.0,Director,1,1
1068,Multa,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,6410688.0,Director,1,1
1069,Multa,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,6677748.0,Director,1,1
1070,Multa,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,5481672.0,Director,1,1
1071,Multa,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,5481672.0,Director,1,1
1072,Inhabilitación,PECULADO,Banca y Finanzas,Hombre,5481672.0,Director,1,1
1073,Inhabilitación,PECULADO,Banca y Finanzas,Hombre,4728792.0,Director,1,1
1074,Inhabilitación,PECULADO,Banca y Finanzas,Hombre,1293295.0,Director,0,1
1075,Inhabilitación,PECULADO,Banca y Finanzas,Hombre,5859696.0,Director,1,1
1076,Inhabilitación,PECULADO,Banca y Finanzas,Hombre,4788480.0,Director,1,1
1077,Inhabilitación,PECULADO,Banca y Finanzas,Hombre,4507944.0,Director,1,1
1078,Inhabilitación,PECULADO,Banca y Finanzas,Hombre,5367696.0,Director,1,1
1079,Inhabilitación,PECULADO,Banca y Finanzas,Hombre,5367696.0,Director,1,1
1080,Acta Administrativa,PECULADO,Energía,Mujer,5367696.0,Director,1,1
1081,Acta Administrativa,PECULADO,Energía,Mujer,126855.0,Director,2,1
1082,Acta Administrativa,PECULADO,Energía,Mujer,608904.0,Director,2,1
1083,Acta Administrativa,PECULADO,Energía,Mujer,608904.0,Director,2,1
1084,Acta Administrativa,PECULADO,Energía,Mujer,608904.0,Director,2,1
1085,Acta Administrativa,PECULADO,Energía,Mujer,608904.0,Director,2,1
1086,Acta Administrativa,PECULADO,Energía,Mujer,608904.0,Director,2,1
1087,Acta Administrativa,PECULADO,Energía,Mujer,608904.0,Director,2,1
1088,Multa,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,608904.0,Jefe Departamento,0,1
1089,Multa,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,160000.0,Jefe Departamento,0,1
1090,Multa,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,768000.0,Jefe Departamento,0,1
1091,Multa,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,768000.0,Jefe Departamento,0,1
1092,Multa,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,768000.0,Jefe Departamento,0,1
1093,Multa,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,768000.0,Jefe Departamento,0,1
1094,Multa,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,768000.0,Jefe Departamento,0,1
1095,Multa,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,768000.0,Jefe Departamento,0,1
1096,Sanción Económica,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,105560.0,Jefe Departamento,2,1
1097,Sanción Económica,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,105560.0,Jefe Departamento,2,1
1098,Sanción Económica,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,506688.0,Jefe Departamento,2,1
1099,Sanción Económica,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,506688.0,Jefe Departamento,2,1
1100,Sanción Económica,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,506688.0,Jefe Departamento,2,1
1101,Sanción Económica,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,506688.0,Jefe Departamento,2,1
1102,Sanción Económica,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,506688.0,Jefe Departamento,2,1
1103,Sanción Económica,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,506688.0,Jefe Departamento,2,1
1104,Susupención,PECULADO,Comunicación y Transporte,Hombre,506688.0,Administrador,0,1
1105,Susupención,PECULADO,Comunicación y Transporte,Hombre,358665.0,Administrador,0,1
1106,Susupención,PECULADO,Comunicación y Transporte,Hombre,1594968.0,Administrador,0,1
1107,Susupención,PECULADO,Comunicación y Transporte,Hombre,1532676.0,Administrador,0,1
1108,Susupención,PECULADO,Comunicación y Transporte,Hombre,1580628.0,Administrador,0,1
1109,Susupención,PECULADO,Comunicación y Transporte,Hombre,1490100.0,Administrador,0,1
1110,Susupención,PECULADO,Comunicación y Transporte,Hombre,1502556.0,Administrador,0,1
1111,Susupención,PECULADO,Comunicación y Transporte,Hombre,1502556.0,Administrador,0,1
1112,Sanción Económica,DESVÍO DE RECURSOS,Medio Ambiente,Hombre,1502556.0,Administrador,3,1
1113,Sanción Económica,DESVÍO DE RECURSOS,Medio Ambiente,Hombre,250500.0,Administrador,3,1
1114,Sanción Económica,DESVÍO DE RECURSOS,Medio Ambiente,Hombre,1202628.0,Administrador,3,1
1115,Sanción Económica,DESVÍO DE RECURSOS,Medio Ambiente,Hombre,1078836.0,Administrador,3,1
1116,Sanción Económica,DESVÍO DE RECURSOS,Medio Ambiente,Hombre,1142424.0,Administrador,3,1
1117,Sanción Económica,DESVÍO DE RECURSOS,Medio Ambiente,Hombre,1148328.0,Administrador,3,1
1118,Sanción Económica,DESVÍO DE RECURSOS,Medio Ambiente,Hombre,1161048.0,Administrador,3,1
1119,Sanción Económica,DESVÍO DE RECURSOS,Medio Ambiente,Hombre,1161048.0,Administrador,3,1
1120,Destitución,NEPOTISMO,Educación e Investigación,Mujer,1599564.0,Administrador,2,1
1121,Destitución,NEPOTISMO,Educación e Investigación,Mujer,1599564.0,Administrador,2,1
1122,Destitución,NEPOTISMO,Educación e Investigación,Mujer,318350.0,Administrador,2,1
1123,Destitución,NEPOTISMO,Educación e Investigación,Mujer,1548348.0,Administrador,2,1
1124,Destitución,NEPOTISMO,Educación e Investigación,Mujer,1641024.0,Administrador,2,1
1125,Destitución,NEPOTISMO,Educación e Investigación,Mujer,1634760.0,Administrador,2,1
1126,Destitución,NEPOTISMO,Educación e Investigación,Mujer,1527936.0,Administrador,2,1
1127,Destitución,NEPOTISMO,Educación e Investigación,Mujer,1527936.0,Administrador,2,1
1128,Multa,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,1527936.0,Director,0,1
1129,Multa,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,1491685.0,Director,0,1
1130,Multa,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,4369596.0,Director,1,1
1131,Multa,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,4163748.0,Director,0,1
1132,Multa,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,4490208.0,Director,1,1
1133,Multa,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,4695132.0,Director,1,1
1134,Multa,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,4323948.0,Director,1,1
1135,Multa,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,4323948.0,Director,1,1
1136,Susupención,PECULADO,Comunicación y Transporte,Hombre,4323948.0,Director,1,1
1137,Susupención,PECULADO,Comunicación y Transporte,Hombre,1468884.0,Director,0,1
1138,Susupención,PECULADO,Comunicación y Transporte,Hombre,369985.0,Director,0,1
1139,Susupención,PECULADO,Comunicación y Transporte,Hombre,1525788.0,Director,0,1
1140,Susupención,PECULADO,Comunicación y Transporte,Hombre,1522776.0,Director,0,1
1141,Susupención,PECULADO,Comunicación y Transporte,Hombre,1453440.0,Director,0,1
1142,Susupención,PECULADO,Comunicación y Transporte,Hombre,1565592.0,Director,0,1
1143,Susupención,PECULADO,Comunicación y Transporte,Hombre,1565592.0,Director,0,1
1144,Destitución,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,1565592.0,Titular,2,1
1145,Destitución,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,6595560.0,Titular,1,1
1146,Destitución,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,1467590.0,Titular,2,1
1147,Destitución,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,6480108.0,Titular,1,1
1148,Destitución,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,5820372.0,Titular,1,1
1149,Destitución,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,6448500.0,Titular,1,1
1150,Destitución,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,6233340.0,Titular,1,1
1151,Destitución,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,6233340.0,Titular,1,1
1152,Multa,ENRIQUECIMIENTO OCULTO,Salud,Hombre,6233340.0,Director,1,1
1153,Multa,ENRIQUECIMIENTO OCULTO,Salud,Hombre,1979735.0,Director,0,1
1154,Multa,ENRIQUECIMIENTO OCULTO,Salud,Hombre,6306840.0,Director,1,1
1155,Multa,ENRIQUECIMIENTO OCULTO,Salud,Hombre,7046856.0,Director,1,1
1156,Multa,ENRIQUECIMIENTO OCULTO,Salud,Hombre,6273876.0,Director,1,1
1157,Multa,ENRIQUECIMIENTO OCULTO,Salud,Hombre,6176448.0,Director,1,1
1158,Multa,ENRIQUECIMIENTO OCULTO,Salud,Hombre,6228684.0,Director,1,1
1159,Multa,ENRIQUECIMIENTO OCULTO,Salud,Hombre,6228684.0,Director,1,1
1160,Acta Administrativa,COHECHO,Arte y Cultura,Mujer,506688.0,Director,2,1
1161,Acta Administrativa,COHECHO,Arte y Cultura,Mujer,506688.0,Director,2,1
1162,Acta Administrativa,COHECHO,Arte y Cultura,Mujer,105560.0,Director,2,1
1163,Acta Administrativa,COHECHO,Arte y Cultura,Mujer,506688.0,Director,2,1
1164,Acta Administrativa,COHECHO,Arte y Cultura,Mujer,506688.0,Director,2,1
1165,Acta Administrativa,COHECHO,Arte y Cultura,Mujer,506688.0,Director,2,1
1166,Acta Administrativa,COHECHO,Arte y Cultura,Mujer,506688.0,Director,2,1
1167,Acta Administrativa,COHECHO,Arte y Cultura,Mujer,506688.0,Director,2,1
1168,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Mujer,506688.0,Analista,2,1
1169,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Mujer,608904.0,Analista,2,1
1170,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Mujer,126855.0,Analista,2,1
1171,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Mujer,608904.0,Analista,2,1
1172,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Mujer,608904.0,Analista,2,1
1173,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Mujer,608904.0,Analista,2,1
1174,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Mujer,608904.0,Analista,2,1
1175,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Mujer,608904.0,Analista,2,1
1176,Inhabilitación,NEPOTISMO,Salud,Hombre,608904.0,Administrador,0,1
1177,Inhabilitación,NEPOTISMO,Salud,Hombre,322935.0,Administrador,0,1
1178,Inhabilitación,NEPOTISMO,Salud,Hombre,1620780.0,Administrador,0,1
1179,Inhabilitación,NEPOTISMO,Salud,Hombre,1555140.0,Administrador,0,1
1180,Inhabilitación,NEPOTISMO,Salud,Hombre,1508040.0,Administrador,0,1
1181,Inhabilitación,NEPOTISMO,Salud,Hombre,1635456.0,Administrador,0,1
1182,Inhabilitación,NEPOTISMO,Salud,Hombre,1608780.0,Administrador,0,1
1183,Inhabilitación,NEPOTISMO,Salud,Hombre,1608780.0,Administrador,0,1
1184,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,1608780.0,Director,2,1
1185,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,1287160.0,Director,2,1
1186,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,4394760.0,Director,1,1
1187,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,4127424.0,Director,1,1
1188,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,3981396.0,Director,1,1
1189,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,4054752.0,Director,1,1
1190,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,4437480.0,Director,1,1
1191,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,4437480.0,Director,1,1
1192,Acta Administrativa,COHECHO,Salud,Mujer,1342375.0,Director,2,1
1193,Acta Administrativa,COHECHO,Salud,Mujer,1342375.0,Director,2,1
1194,Acta Administrativa,COHECHO,Salud,Mujer,4356492.0,Director,1,1
1195,Acta Administrativa,COHECHO,Salud,Mujer,3696348.0,Director,1,1
1196,Acta Administrativa,COHECHO,Salud,Mujer,3904404.0,Director,1,1
1197,Acta Administrativa,COHECHO,Salud,Mujer,3768480.0,Director,1,1
1198,Acta Administrativa,COHECHO,Salud,Mujer,3768480.0,Director,1,1
1199,Acta Administrativa,COHECHO,Salud,Mujer,4634244.0,Director,1,1
1200,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,4634244.0,Director,1,1
1201,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,1880330.0,Director,2,1
1202,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,6665316.0,Director,1,1
1203,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,6107040.0,Director,1,1
1204,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,6372228.0,Director,1,1
1205,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,5398464.0,Director,1,1
1206,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,5398464.0,Director,1,1
1207,Multa,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,6893832.0,Director,1,1
1208,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,6893832.0,Director,1,1
1209,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,1588392.0,Director,2,1
1210,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,1518264.0,Director,2,1
1211,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Energía,Mujer,364950.0,Director,2,1
