,autoridadSancionadora,sancion,causa,dependencia,genero,puesto,multa,ingreso,value
953,Organo de Control Interno,SUSPENSION,PECULADO,Arte y Cultura,Mujer,Director de Area,8291.0,236805.0,1
954,Organo de Control Interno,SUSPENSION,PECULADO,Arte y Cultura,Mujer,Director de Area,8291.0,1042476.0,1
955,Organo de Control Interno,SUSPENSION,PECULADO,Arte y Cultura,Mujer,Director de Area,8291.0,1119060.0,1
956,Organo de Control Interno,SUSPENSION,PECULADO,Arte y Cultura,Mujer,Director de Area,8291.0,1008012.0,1
957,Organo de Control Interno,SUSPENSION,PECULADO,Arte y Cultura,Mujer,Director de Area,8291.0,1041600.0,1
958,Organo de Control Interno,SUSPENSION,PECULADO,Arte y Cultura,Mujer,Director de Area,8291.0,1064304.0,1
959,Organo de Control Interno,SUSPENSION,PECULADO,Arte y Cultura,Mujer,Director de Area,8291.0,1064304.0,1
960,Organo de Control Interno,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,Subadministrador,15336.0,1064304.0,1
961,Organo de Control Interno,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,Subadministrador,15336.0,315340.0,1
962,Organo de Control Interno,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,Subadministrador,15336.0,1540848.0,1
963,Organo de Control Interno,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,Subadministrador,15336.0,1563588.0,1
964,Organo de Control Interno,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,Subadministrador,15336.0,1521180.0,1
965,Organo de Control Interno,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,Subadministrador,15336.0,1629552.0,1
966,Organo de Control Interno,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,Subadministrador,15336.0,1489008.0,1
967,Organo de Control Interno,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Economía y Desarrollo,Mujer,Subadministrador,15336.0,1489008.0,1
968,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Administrador,17099.0,1489008.0,1
969,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Administrador,17099.0,360470.0,1
970,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Administrador,17099.0,1533336.0,1
971,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Administrador,17099.0,1484124.0,1
972,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Administrador,17099.0,1528932.0,1
973,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Administrador,17099.0,1464720.0,1
974,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Administrador,17099.0,1464720.0,1
975,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Administrador,17099.0,1512756.0,1
976,OIC,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Gobernador/a del Estado,24871.0,1512756.0,1
977,OIC,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Gobernador/a del Estado,24871.0,1076335.0,1
978,OIC,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Gobernador/a del Estado,24871.0,4402896.0,1
979,OIC,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Gobernador/a del Estado,24871.0,4181952.0,1
980,OIC,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Gobernador/a del Estado,24871.0,4153584.0,1
981,OIC,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Gobernador/a del Estado,24871.0,4377804.0,1
982,OIC,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Gobernador/a del Estado,24871.0,4449828.0,1
983,OIC,MULTADO,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Educación e Investigación,Mujer,Gobernador/a del Estado,24871.0,4449828.0,1
984,Tribunal,SUSPENSION,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,24871.0,1556725.0,1
985,Tribunal,SUSPENSION,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,24871.0,1556725.0,1
986,Tribunal,SUSPENSION,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,24871.0,4437852.0,1
987,Tribunal,SUSPENSION,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,24871.0,4081788.0,1
988,Tribunal,SUSPENSION,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,24871.0,4916496.0,1
989,Tribunal,SUSPENSION,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,24871.0,4607568.0,1
990,Tribunal,SUSPENSION,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,24871.0,4042752.0,1
991,Tribunal,SUSPENSION,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,24871.0,4042752.0,1
992,Contraloría Interna,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Salud,Hombre,Subdirector de Area,27197.0,126855.0,1
993,Contraloría Interna,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Salud,Hombre,Subdirector de Area,27197.0,126855.0,1
994,Contraloría Interna,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Salud,Hombre,Subdirector de Area,27197.0,608904.0,1
995,Contraloría Interna,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Salud,Hombre,Subdirector de Area,27197.0,608904.0,1
996,Contraloría Interna,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Salud,Hombre,Subdirector de Area,27197.0,608904.0,1
997,Contraloría Interna,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Salud,Hombre,Subdirector de Area,27197.0,608904.0,1
998,Contraloría Interna,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Salud,Hombre,Subdirector de Area,27197.0,608904.0,1
999,Contraloría Interna,MULTADO,DESVÍO DE RECURSOS PÚBLICOS,Salud,Hombre,Subdirector de Area,27197.0,608904.0,1
1000,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Titular de Unidad,27197.0,608904.0,1
1001,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Titular de Unidad,27197.0,3708504.0,1
1002,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Titular de Unidad,27197.0,4892580.0,1
1003,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Titular de Unidad,27197.0,1299460.0,1
1004,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Titular de Unidad,27197.0,4752120.0,1
1005,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Titular de Unidad,27197.0,4819128.0,1
1006,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Titular de Unidad,27197.0,4606188.0,1
1007,Contraloría Interna,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Titular de Unidad,27197.0,4606188.0,1
1008,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Jefe de Departamento,18933.0,4606188.0,1
1009,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Jefe de Departamento,18933.0,126855.0,1
1010,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Jefe de Departamento,18933.0,608904.0,1
1011,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Jefe de Departamento,18933.0,608904.0,1
1012,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Jefe de Departamento,18933.0,608904.0,1
1013,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Jefe de Departamento,18933.0,608904.0,1
1014,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Jefe de Departamento,18933.0,608904.0,1
1015,Organo de Control Interno,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Jefe de Departamento,18933.0,608904.0,1
1016,OIC,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Subadministrador,12361.0,608904.0,1
1017,OIC,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Subadministrador,12361.0,325380.0,1
1018,OIC,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Subadministrador,12361.0,1587504.0,1
1019,OIC,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Subadministrador,12361.0,1464300.0,1
1020,OIC,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Subadministrador,12361.0,1615668.0,1
1021,OIC,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Subadministrador,12361.0,1497876.0,1
1022,OIC,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Subadministrador,12361.0,1539888.0,1
1023,OIC,INDEMNIZACIÓN RESARCITORIA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Hombre,Subadministrador,12361.0,1539888.0,1
1024,OIC,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,9066.0,1539888.0,1
1025,OIC,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,9066.0,1536680.0,1
1026,OIC,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,9066.0,4987092.0,1
1027,OIC,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,9066.0,4925280.0,1
1028,OIC,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,9066.0,4859892.0,1
1029,OIC,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,9066.0,4984284.0,1
1030,OIC,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,9066.0,4417656.0,1
1031,OIC,INDEMNIZACIÓN RESARCITORIA,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Hombre,Director General Paraestatal C,9066.0,4417656.0,1
1032,Organo de Control Interno,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Jefe de Departamento,9066.0,160000.0,1
1033,Organo de Control Interno,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Jefe de Departamento,9066.0,160000.0,1
1034,Organo de Control Interno,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Jefe de Departamento,9066.0,768000.0,1
1035,Organo de Control Interno,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Jefe de Departamento,9066.0,768000.0,1
1036,Organo de Control Interno,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Jefe de Departamento,9066.0,768000.0,1
1037,Organo de Control Interno,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Jefe de Departamento,9066.0,768000.0,1
1038,Organo de Control Interno,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Jefe de Departamento,9066.0,768000.0,1
1039,Organo de Control Interno,SUSPENSION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Mujer,Jefe de Departamento,9066.0,768000.0,1
1040,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Hombre,Gobernador/a del Estado,9066.0,768000.0,1
1041,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Hombre,Gobernador/a del Estado,9066.0,1327635.0,1
1042,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Hombre,Gobernador/a del Estado,9066.0,4608120.0,1
1043,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Hombre,Gobernador/a del Estado,9066.0,4400796.0,1
1044,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Hombre,Gobernador/a del Estado,9066.0,4582728.0,1
1045,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Hombre,Gobernador/a del Estado,9066.0,4461360.0,1
1046,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Hombre,Gobernador/a del Estado,9066.0,4892016.0,1
1047,Organo de Control Interno,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Hombre,Gobernador/a del Estado,9066.0,4892016.0,1
1048,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,Jefe de Departamento,9066.0,4892016.0,1
1049,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,Jefe de Departamento,9066.0,125000.0,1
1050,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,Jefe de Departamento,9066.0,600000.0,1
1051,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,Jefe de Departamento,9066.0,600000.0,1
1052,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,Jefe de Departamento,9066.0,600000.0,1
1053,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,Jefe de Departamento,9066.0,600000.0,1
1054,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,Jefe de Departamento,9066.0,600000.0,1
1055,Tribunal,ACTA ADMINISTRATIVA,ENRIQUECIMIENTO OCULTO,Servicios,Mujer,Jefe de Departamento,9066.0,600000.0,1
1056,Organo de Control Interno,DESTITUCION,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,Subdirector de Area,9066.0,600000.0,1
1057,Organo de Control Interno,DESTITUCION,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,Subdirector de Area,9066.0,768000.0,1
1058,Organo de Control Interno,DESTITUCION,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,Subdirector de Area,9066.0,160000.0,1
1059,Organo de Control Interno,DESTITUCION,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,Subdirector de Area,9066.0,768000.0,1
1060,Organo de Control Interno,DESTITUCION,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,Subdirector de Area,9066.0,768000.0,1
1061,Organo de Control Interno,DESTITUCION,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,Subdirector de Area,9066.0,768000.0,1
1062,Organo de Control Interno,DESTITUCION,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,Subdirector de Area,9066.0,768000.0,1
1063,Organo de Control Interno,DESTITUCION,CONFLICTO DE INTERÉS,Comunicación y Transporte,Hombre,Subdirector de Area,9066.0,768000.0,1
1064,Contraloría Interna,MULTADO,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,Director General Adjunto,13136.0,768000.0,1
1065,Contraloría Interna,MULTADO,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,Director General Adjunto,13136.0,1792585.0,1
1066,Contraloría Interna,MULTADO,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,Director General Adjunto,13136.0,5969712.0,1
1067,Contraloría Interna,MULTADO,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,Director General Adjunto,13136.0,5287584.0,1
1068,Contraloría Interna,MULTADO,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,Director General Adjunto,13136.0,6410688.0,1
1069,Contraloría Interna,MULTADO,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,Director General Adjunto,13136.0,6677748.0,1
1070,Contraloría Interna,MULTADO,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,Director General Adjunto,13136.0,5481672.0,1
1071,Contraloría Interna,MULTADO,TRÁFICO DE INFLUENCIAS,Banca y Finanzas,Mujer,Director General Adjunto,13136.0,5481672.0,1
1072,Tribunal,INHABILITADO,PECULADO,Banca y Finanzas,Hombre,Director General Paraestatal C,13136.0,5481672.0,1
1073,Tribunal,INHABILITADO,PECULADO,Banca y Finanzas,Hombre,Director General Paraestatal C,13136.0,4728792.0,1
1074,Tribunal,INHABILITADO,PECULADO,Banca y Finanzas,Hombre,Director General Paraestatal C,13136.0,1293295.0,1
1075,Tribunal,INHABILITADO,PECULADO,Banca y Finanzas,Hombre,Director General Paraestatal C,13136.0,5859696.0,1
1076,Tribunal,INHABILITADO,PECULADO,Banca y Finanzas,Hombre,Director General Paraestatal C,13136.0,4788480.0,1
1077,Tribunal,INHABILITADO,PECULADO,Banca y Finanzas,Hombre,Director General Paraestatal C,13136.0,4507944.0,1
1078,Tribunal,INHABILITADO,PECULADO,Banca y Finanzas,Hombre,Director General Paraestatal C,13136.0,5367696.0,1
1079,Tribunal,INHABILITADO,PECULADO,Banca y Finanzas,Hombre,Director General Paraestatal C,13136.0,5367696.0,1
1080,Contraloría Interna,ACTA ADMINISTRATIVA,PECULADO,Energía,Mujer,Subdirector de Area,13136.0,5367696.0,1
1081,Contraloría Interna,ACTA ADMINISTRATIVA,PECULADO,Energía,Mujer,Subdirector de Area,13136.0,126855.0,1
1082,Contraloría Interna,ACTA ADMINISTRATIVA,PECULADO,Energía,Mujer,Subdirector de Area,13136.0,608904.0,1
1083,Contraloría Interna,ACTA ADMINISTRATIVA,PECULADO,Energía,Mujer,Subdirector de Area,13136.0,608904.0,1
1084,Contraloría Interna,ACTA ADMINISTRATIVA,PECULADO,Energía,Mujer,Subdirector de Area,13136.0,608904.0,1
1085,Contraloría Interna,ACTA ADMINISTRATIVA,PECULADO,Energía,Mujer,Subdirector de Area,13136.0,608904.0,1
1086,Contraloría Interna,ACTA ADMINISTRATIVA,PECULADO,Energía,Mujer,Subdirector de Area,13136.0,608904.0,1
1087,Contraloría Interna,ACTA ADMINISTRATIVA,PECULADO,Energía,Mujer,Subdirector de Area,13136.0,608904.0,1
1088,Organo de Control Interno,MULTADO,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Jefe de Departamento,9938.0,608904.0,1
1089,Organo de Control Interno,MULTADO,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Jefe de Departamento,9938.0,160000.0,1
1090,Organo de Control Interno,MULTADO,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Jefe de Departamento,9938.0,768000.0,1
1091,Organo de Control Interno,MULTADO,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Jefe de Departamento,9938.0,768000.0,1
1092,Organo de Control Interno,MULTADO,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Jefe de Departamento,9938.0,768000.0,1
1093,Organo de Control Interno,MULTADO,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Jefe de Departamento,9938.0,768000.0,1
1094,Organo de Control Interno,MULTADO,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Jefe de Departamento,9938.0,768000.0,1
1095,Organo de Control Interno,MULTADO,ENRIQUECIMIENTO OCULTO,Servicios,Hombre,Jefe de Departamento,9938.0,768000.0,1
1096,OIC,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,Jefe de Departamento,17919.0,105560.0,1
1097,OIC,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,Jefe de Departamento,17919.0,105560.0,1
1098,OIC,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,Jefe de Departamento,17919.0,506688.0,1
1099,OIC,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,Jefe de Departamento,17919.0,506688.0,1
1100,OIC,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,Jefe de Departamento,17919.0,506688.0,1
1101,OIC,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,Jefe de Departamento,17919.0,506688.0,1
1102,OIC,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,Jefe de Departamento,17919.0,506688.0,1
1103,OIC,SANCIÓN ECONÓMICA,TRÁFICO DE INFLUENCIAS,Economía y Desarrollo,Mujer,Jefe de Departamento,17919.0,506688.0,1
1104,OIC,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Subadministrador,17919.0,506688.0,1
1105,OIC,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Subadministrador,17919.0,358665.0,1
1106,OIC,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Subadministrador,17919.0,1594968.0,1
1107,OIC,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Subadministrador,17919.0,1532676.0,1
1108,OIC,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Subadministrador,17919.0,1580628.0,1
1109,OIC,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Subadministrador,17919.0,1490100.0,1
1110,OIC,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Subadministrador,17919.0,1502556.0,1
1111,OIC,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Subadministrador,17919.0,1502556.0,1
1112,Tribunal,SANCIÓN ECONÓMICA,DESVÍO DE RECURSOS PÚBLICOS,Medio Ambiente,Hombre,Administrador,22631.0,1502556.0,1
1113,Tribunal,SANCIÓN ECONÓMICA,DESVÍO DE RECURSOS PÚBLICOS,Medio Ambiente,Hombre,Administrador,22631.0,250500.0,1
1114,Tribunal,SANCIÓN ECONÓMICA,DESVÍO DE RECURSOS PÚBLICOS,Medio Ambiente,Hombre,Administrador,22631.0,1202628.0,1
1115,Tribunal,SANCIÓN ECONÓMICA,DESVÍO DE RECURSOS PÚBLICOS,Medio Ambiente,Hombre,Administrador,22631.0,1078836.0,1
1116,Tribunal,SANCIÓN ECONÓMICA,DESVÍO DE RECURSOS PÚBLICOS,Medio Ambiente,Hombre,Administrador,22631.0,1142424.0,1
1117,Tribunal,SANCIÓN ECONÓMICA,DESVÍO DE RECURSOS PÚBLICOS,Medio Ambiente,Hombre,Administrador,22631.0,1148328.0,1
1118,Tribunal,SANCIÓN ECONÓMICA,DESVÍO DE RECURSOS PÚBLICOS,Medio Ambiente,Hombre,Administrador,22631.0,1161048.0,1
1119,Tribunal,SANCIÓN ECONÓMICA,DESVÍO DE RECURSOS PÚBLICOS,Medio Ambiente,Hombre,Administrador,22631.0,1161048.0,1
1120,Tribunal,DESTITUCION,NEPOTISMO,Educación e Investigación,Mujer,Subadministrador,22631.0,1599564.0,1
1121,Tribunal,DESTITUCION,NEPOTISMO,Educación e Investigación,Mujer,Subadministrador,22631.0,1599564.0,1
1122,Tribunal,DESTITUCION,NEPOTISMO,Educación e Investigación,Mujer,Subadministrador,22631.0,318350.0,1
1123,Tribunal,DESTITUCION,NEPOTISMO,Educación e Investigación,Mujer,Subadministrador,22631.0,1548348.0,1
1124,Tribunal,DESTITUCION,NEPOTISMO,Educación e Investigación,Mujer,Subadministrador,22631.0,1641024.0,1
1125,Tribunal,DESTITUCION,NEPOTISMO,Educación e Investigación,Mujer,Subadministrador,22631.0,1634760.0,1
1126,Tribunal,DESTITUCION,NEPOTISMO,Educación e Investigación,Mujer,Subadministrador,22631.0,1527936.0,1
1127,Tribunal,DESTITUCION,NEPOTISMO,Educación e Investigación,Mujer,Subadministrador,22631.0,1527936.0,1
1128,Tribunal,MULTADO,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,Director General Adjunto,5769.0,1527936.0,1
1129,Tribunal,MULTADO,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,Director General Adjunto,5769.0,1491685.0,1
1130,Tribunal,MULTADO,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,Director General Adjunto,5769.0,4369596.0,1
1131,Tribunal,MULTADO,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,Director General Adjunto,5769.0,4163748.0,1
1132,Tribunal,MULTADO,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,Director General Adjunto,5769.0,4490208.0,1
1133,Tribunal,MULTADO,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,Director General Adjunto,5769.0,4695132.0,1
1134,Tribunal,MULTADO,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,Director General Adjunto,5769.0,4323948.0,1
1135,Tribunal,MULTADO,CONTRATACIÓN INDEBIDA,Gobernanza y Justicia,Hombre,Director General Adjunto,5769.0,4323948.0,1
1136,Tribunal,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Director de Area,5769.0,4323948.0,1
1137,Tribunal,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Director de Area,5769.0,1468884.0,1
1138,Tribunal,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Director de Area,5769.0,369985.0,1
1139,Tribunal,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Director de Area,5769.0,1525788.0,1
1140,Tribunal,SUSPENSION,PECULADO,Comunicación y Transporte,Hombre,Director de Area,5769.0,1522776.0,1
